,text,verdict
530,sorri everyon durex make pumpkin spice condom fall,false
531,r p driver die paul walker one care famou,true
532,ukrain offici say malaysia plane mh shot buk missil system,false
533,quebec citi seattl toronto join la vega nhl expans number nhl team rais howard bloom,false
534,rural region northern franc search hunt charliehebdo gunman latest updat,false
535,stop rumor jami leav fifti shade amelia still love everyth fine jami,false
536,ap iraqi offici say airstrik wound leader islam state milit group abu bakr al baghdadi,false
537,still cah believ paul walker die r p paul walker r p brian connor r p fast furiou,true
538,clear unarm teenag possibl steal box cigar warrant shot death polic ferguson,false
539,break news one soldier die ottawa shoot suspect still larg,true
540,updat report gunfir insid hall canadian parliament build ottawa,true
541,wtf commun agit obama secretli met w ferguson activist told stay cours,false
542,man walk south american rainforest night see spider size small puppi,true
543,refus pay p bag charg backfir,false
544,walmart donat support darren wilson give traci morgan penni accid compani caus boycottwalmart,false
545,celebr friend co star react paul walker tragic death rippaulwalk,true
546,banksi illustr respons charli hebdo attack banksi strike,false
547,report nasti io bug could era icloud drive document,false
548,nurs save live differ race color hillaryclinton think belong basketofdeplor,false
549,corpor nathan cirillo shot dead ottawa war memori today reservist member argyl sutherland highland cdnpoli,true
550,well make u feel old sunshin babi teletubbi uni,false
551,ottawa shoot event unfold first shot fire war memori,true
552,mean let u turn healthcar decis make peopl will shut amber alert websit spite,false
553,banksi share simpl beauti tribut charli hebdo cartoonist,false
554,pledg boycott target transgend bathroom polici,false
555,polic say locat car belong suspect ottawa shoot uniform soldier shot war memori condit unknown,true
556,canadian govern offic lock ottawa arm attack,true
557,must address polit margin institut racism affect peopl color read plan,false
558,help know douch harvard prof ben edelman racist student,false
559,five movi role made u fall love paul walker rippaulwalk,true
560,poster girl koban resist reportedli behead sicken rehana koban,false
561,donna dougla known role elli may clampett beverli hillbilli die,true
562,sugarhil gang big bank hank die,true
563,wit say charli hebdo gunman identifi member al qaida,false
564,cartoon perfect tribut nathan cirillo ottawashoot,true
565,break least shot fire canadian parliament ottawa accord wit,false
566,portland cop complet deliveri pizza hut driver injur crash,true
567,white hous shutdown post alert get sandwich,false
568,power imag ye drawn lucilleclerc banksi detail charliehebdo,false
569,need talk fact teletubbi sun babi year old,false
570,aw mt scclemon uk aid worker david hain behead isi rememb great man way isi want,true
571,consid orlando shooter regist democrat would like put back,false
572,pathet littl twat wait argu p bag charg,false
573,putin reappear tv amid claim unwel threat coup,false
574,afghan woman pick dead son gun help kill taliban milit save villag,false
575,paul walker genuin admir histori organ particip intern disast relief mission,true
576,updat photo suspect alton nolen moor okla behead releas,true
577,obama file feder charg georg zimmerman myyyyyyi presid yaassssss prais lord,false
578,iphon plu owner accident bend iphon pocket kellyhodgkin,false
579,paul walker death keep get iron driver roger roda former racecar driver rip,true
580,power letter lego parent real,true
581,long dark day ottawa timelin attack ottawashoot,true
582,gay muslim democrat terrorist threaten kill classmat nra someth,false
583,report ferguson polic beat wrong suspect charg get blood uniform,false
584,j k rowl work th harri potter book,false
585,report charlo green quit air start marijuana busi quit tv pay,true
586,complexmag someon spray paint peni million bugatti veyron legendari,false
587,obama taken amber alert websit shutdown michel let u move site still least miss kid thirsti,false
588,offici took away halloween decor report real suicid victim,true
589,wit tell cbcnew suspect shooter uniform soldier ottawa war memori carri rifl,false
590,employe say manag ban slang chick fil,false
591,berni sander speak institut racism,false
592,heart break french polic commission commit suicid meet charliehebdo bereav,false
593,banksi actual arrest,false
594,woke news paul walker death train derail bronx left least dead rememb lucki,true
595,r p roger roda guy die paul walker human,true
596,remind forget robberi forget minor loot noth justifi militar polic point sniper rifl journalist ferguson,false
597,lego letter still offer power messag parent year later,true
598,obamacar soon requir get rfid chip implant skin monitor track,false
599,jami dornan leav fifti shade grey yeah much,false
600,run chocol warn world largest chocol manufactur,false
601,hewlett packard split pc printer busi corpor hardwar servic hpq,true
602,driver die accid paul walker forget famou,true
603,deep fri left wing demo crab cake barack amol chip malia quesadilla hawaiian pizza sloppi joe biden obamacar rot cake,false
604,arrest overnight ferguson doubl total report author,false
605,pray parent school leadership wisdom refus school satan club,false
606,know orlando shooter gay muslim regist democrat wonder liber tri blame gun orlandoshoot,false
607,rcmp news confer ottawa shoot expect begin momentarili watch live,true
608,mexico mass grave discov student protest go miss,false
609,sugarhil gang big bank hank die dead cancer,true
610,muslim arrest texa today isi flag bodi armor,false
611,current passeng breakdown nation via theag smh mh,false
612,spider burrow man appendix scar crawl skin,false
613,beliv peopl compar paul walker death brian famili guy show stupid ignor peopl,true
614,r p driver die paul walker one care famou,true
615,nbc arrest record show ferguson cop jail twice mani peopl last night origin claim,false
616,workplac hero shoot altonnolen stab behead prior drug manhunt recent radic convert judicialgrind,true
617,break video hillari surrog call assassin julian assang,false
618,break news accord document releas press mikebrown connect earlier robberi ferguson,false
619,uk right nervou p plastic bag charg implement california street ran red blood,false
620,let u let friend know state senat south carolina state woman lesser cut meat chewonthi,true
621,r p roger roda man die paul walker everybodi forgot rippaulwalk riprogerroda,true
622,break one person serious wound six taken hostag incid kosher supermarket pari polic sourc,false
623,pari say highest alert level extend north region attack suspect spot afp melissabellf,false
624,obama declar stay home mom worth hill bean say choic want american,false
625,clinton campaign made payment hard drive destruct compani destruct hard drive hillaryclinton,false
626,wake paul walker tragic death futur fastfuri movi rippaulwalk,true
627,photo black nurs save life kkk member,false
628,banksi arrest internet fall hoax report,false
629,obama skip nanci reagan funer attend sxsw,false
630,protestor hong kong mimick hand shoot ferguson demonstr alex ogl getti,false
631,nhl expans four team ad quebec citi toronto seattl la vega b expans fee,false
632,saudi cleric proclaim snowman build anti islam photo video,true
633,dog canadian reservist kill nation war memori wait return home,true
634,bachmann obama classless miss nanci reagan funer,false
635,serious racist mcdonald sign obvious hoax,false
636,offici berniesand actual nevada today came factor enthusiasm organ,false
637,al shabaab leader ahm abdi godan kill monday airstrik somalia pentagon say,true
638,notic similar muslim radic terrorist hand gestur obama isi killer tcot carminezozzora,false
639,bae allow chick fil manag ban hip word,false
640,meet south american goliath birdeat spider size puppi,true
641,updat gunman kosher groceri store demand releas suspect charliehebdo shoot report,false
642,connect hong kong protest ferguson hand shoot,false
643,read abc paid darren wilson k interview destroy black life remain lucr american career ferguson,false
644,report caitlyn jenner pose nude sport illustr,false
645,let u plea rememb victim ok behead colleen hufford rt victim love grandma via nypost,true
646,meria sign isi use chemic weapon,false
647,kim jong un may injur leg still control north korea sourc say,false
648,target stock plung earli day americanfamassc boycott,false
649,magneto boy v scienc adult pit magnet russian child grown scientist,false
650,reveal fukushima leak radioact water year ton flow pacif daili,false
651,new io bug delet user icloud document,false
652,rt dangillmor hong kong hand shoot emul ferguson protest power imag,false
653,isi execution jihadi john report wound air strike,false
654,shooter still loo uniform soldier shot ottawa war memori across road parliament mp taken offic,false
655,break patient test ebola kansa,false
656,paul walker die fast furiou,true
657,manag ban teen slang work includ chill add stop accus peopl ebola,false
658,islam state releas audio say leader abu bakr al baghdadi day report kill injur,false
659,lead caus death heart diseas cancer medic error,false
660,ukrain offici say malaysian jet shot buk missil system mh,false
661,rtlni stuyves senior made million trade stock lunch break,false
662,hand shoot use ten thousand form protest hong kong power via mrmedina,false
663,caitlyn jenner reportedli pose nude sport illustr,false
664,japanes govern say fukushima nuclear plant leak ton radioact water ocean everi day,false
665,jose canseco accident shot hand la vega home,true
666,offici gunman hold least five hostag pari market threaten kill polic approach,false
667,way live social connect peopl inform world work way,true
668,mozambiqu death toll rise beer believ poison crocodil bile,false
669,offici clark counti popul nevada washo counti berniesand hillari bernietakesnevada,false
670,fierc fight report outskirt baghdad isi jihadist fight one mile western citi boundari much airstrik,false
671,hong kong pro democraci protest use hand shoot symbol ferguson via gettyimag occupycentr,false
672,tim kain besti muslim brotherhood demsinphilli dncconvent,false
673,r p roger roda ceo racer die paul walker yesterday origin santa ana el salvador,true
674,hiphop rap news appl shut beat music stream servic insid beat appl sa djscrill,false
675,updat hostag flee sydney cafe held iranian gunman explos gunshot heard,false
676,isi barbarian use chemic weapon kurd koban airdrop koban barackobama un,false
677,attack parliament soldier shot gunman loo follow develop stori,false
678,urgent darren wilson polic offic shot mike brown ferguson,false
679,meet barak hussein obama appoint next assist director homeland secur fatima noor,false
680,current foxnew websit zero repeat zero coverag ferguson protest probabl due lack cowboy hat,false
681,new info crash kill paul walker rippaulwalk,true
682,sydneysieg latest video hostag escap,false
683,weirdest fetish ever heard think via elvi,false
684,puppi size spider found south america known south american goliath birdeat,true
685,grandpa tryin tell leonardo dicapro go play martin luther king movi lol,false
686,femal peshmerga warrior rehana credit kill isi scumbag reportedli captur behead rip,false
687,late actor paul walker admir histori organ particip intern disast relief mission,true
688,canada parliament shoot activ shooter separ shoot site injd multipl gunman soldier dead,true
689,seth rogen cast steve wozniak steve job biopic star christian bale,true
690,banksi instagram tribut charliehebdo victim post artist pic lucil clerc,false
691,new victim en rout ottawa hospit shot non life threaten hospit say michaelctv cbcnew,true
692,hillari clinton strategist bob beckel call wikileak editor julian assang assassin,false
693,eric lawson former marlboro man cigarett ad die smoke relat diseas,true
694,michel obama hashtag meriam ibrahim pregnant sentenc die,false
695,berniesand end institut racism reform broken crimin justic system demdeb,false
696,nestl usa issu recal hot pocket see varieti affect,true
697,break news ottawa polic confirm least separ shoot site multipl suspect,true
698,obama shut amber alert websit find miss child still fuel economi websit,false
699,latest updat attack shot dead parliament soldier shot nation war memori,true
700,hp confirm split two compani cut job hp,true
701,cnn new audio reveal shot fire michael brown cluster paus,true
702,afa rio target transgend bathroom polici push left deconstruct famili via breitbartnew,false
703,transgend teen leav heartbreak suicid note tumblr beg u fix societi leelahalcorn,false
704,keith richard pull knife donald trump say roll stone ex event promot,false
705,betti white victim death hoax fan misread satir stori year old dye job,false
706,adam test spider adam,true
707,year old swatter got year,false
708,run chocol warn world largest chocol manufactur,false
709,orlando shooter muslim omar mateen regist democrat,false
710,lazi trait black trump accord former presid trump plaza hotel casino vitico,false
711,hongkong protest use hand shoot gestur ferguson,false
712,passeng wait flight washington airport take risk,false
713,new link ferguson polic releas video say show robberi involv michaelbrown,false
714,polic chief investig charliehebdo reportedli kill prepar report terror attack hmm,false
715,high school student reportedli make million stock market wallstreet stuyvesanthigh,false
716,paula deen forget food network alreadi offer cook show new fox news food channel,false
717,icebucketchalleng donat exceed million thank support,false
718,world run chocol world largest chocol manufactur warn,false
719,paul walker co star take twitter share condol follow death rippaulwalk teampw,true
720,mike brown murder trial wit deandrejoshua fatal shot set fire verdict deandrejoshua,false
721,p hell pbagcharg,false
722,fan fast furiou actor paul walker shock death memori grow,true
723,possibl robberi took place bam like magic anoth unarm black youth murder forgotten smh ferguson,false
724,last photo paul walker taken crash kill rip,true
725,groundbreak femal pilot bomb isi disown famili,false
726,photo taken tourist nation war memori shortli nathan cirillo shot kill,true
727,globalis civil disobedi hongkong protest use ferguson hand shoot gestur,false
728,sad learn big bank hank pas away sugarhil gang rapper,true
729,psa plea drink pepsi soda worker compani put blood contamin aid insid bottl plea rt,false
730,listen live special coverag parliament hill shoot,true
731,bruh chill see slang word chick fil manag ban,false
732,u evacu consul sydney sydneysieg emerg warn citizen urg maintain high level vigil,false
733,kevinvick hail hero took attack parliament hill ottawashoot,true
734,tmz post two day paul walker die illuminati,true
735,lot tweet darren wilson paid abc interview abc told brianstelt true seen credibl report contrari,false
736,florida woman surgic add third breast bid becom realiti tv star,false
737,realli amber alert websit goe dark govern shutdown,false
738,run chocol warn world largest chocol manufactur,false
739,oregon polic offic step make deliveri pizza hut driver get injur car crash odd,true
740,mh shot terrorist advisor ukrain minist intern affair say,false
741,r p driver die paul walker one care famou,true
742,riphulkhogan heart rip like shirt wwe miss,false
743,alaskan report say f ck quit live tv cowork reaction priceless,true
744,uk jihadi john wound u airstrik secret bunker meet isi high command,false
745,jjauthor fingersfli peddoc chucknelli waynebogda happen wit,false
746,polic bystand soldier rush help memori shoot ottawa,true
747,mh believ shot old soviet built buk surfac air missil system,false
748,talk angela hacker kidnapp watch camera ask person life,false
749,kurd kill chemic weapon isi excus help u koban,false
750,press conf make ferguson pd look like gone stonewal counter punch give name drag thru mud,false
751,ex marlboro man die smoke relat diseas,true
752,barack obama doj shut amber alert system add dead kid length will go shutdown game,false
753,question ferguson polic chief offic darren wilson pursuit robberi suspect tell kid get road lie,false
754,microsoft buy mojang billion report deal finalis earli week,true
755,afghan woman kill taliban milit son shot dead,false
756,today cover meet teen made million trade stock lunch break,false
757,fukushima reactor leak groundwat stop get ocean build mushi land,false
758,islam tribun use sharia law texa confirm breitbartnew,false
759,eamaddennfl success predict final score sb ye true,true
760,world without chocol two world biggest chocol maker could face shortag,false
761,evid destroy campaign made payment hard drive document destruct compani makeamericagreatagain,false
762,absenc year afghan fang deer return,true
763,madden predict patriot would win exactli happen,true
764,break suspect behead journalist jame foley name abdel maje abdel bari via israelbreak,false
765,authoritarian american piss help hong kong hand shoot pictur go viral,false
766,dear hillaryclinton st woman presidenti candid victoria woodhul look realdonaldtrump,false
767,malia obama wear shirt anti white anti cop rap group nypd famili agit togeth stay togeth,false
768,recal iraqi chem weapon gwb lie kobani kurd report isi use chem weapon,false
769,sniper set nation art galleri remain barricad centr block parliament hill cdnpoli,false
770,oprah bill cosbi drug tri rape,false
771,refus pay p bag charg backfir,false
772,serious must good life fake fluffydi shit pop,false
773,fang deer spot afghanistan first time yr rt independ mt thewc cc,true
774,vladimir putin motorcad seen air,false
775,assholeoftheday sen thoma corbin say woman lesser cut meat,true
776,send deepest condol famili friend paul walker roger roda,true
777,put iphon pocket,false
778,charliehebdo attack suspect reportedli fire shot rob petrol station,false
779,break justin bieber thwart bear attack,false
780,obama appoint fatima noor homeland secur post fox henhous ccot tcot pjnet,false
781,soldier shot nation war memori ottawa,true
782,fast furiou cast mourn paul walker death,true
783,raven symon blast bill cosbi rape stori,false
784,current boycot walmart sam w floriss donat darren wilson car turn around fergusonoctob,false
785,paula deen move discrimin suit dismiss time new book cook jew,false
786,ottawa shoot suspect identifi michael zehaf bibeau unclear shooter,true
787,banksi meet lucilleclerc artist behind icon charliehebdo pencil tribut,false
788,appar microsoft tri buy mojang creator minecraft around billion,true
789,saudi cleric proclaim snowman build anti islam photo video,true
790,iphon plu user sit bend enorm new phone,false
791,hard believ paul walker die yesterday fast furiou way young rip,true
792,pledg boycott target transgend bathroom polici,false
793,suspect charliehebdo attack spoke polic phone said want die martyr say french mp,false
794,ferguson polic offic involv fatal shoot michael brown know suspect alleg robberi,false
795,obama keep michel site run despit shutdown shutdown spitehous,false
796,david hain behead isi releas video claim show execut british hostag,true
797,movi brought thrill laughter million believ die car crash rip paul walker,true
798,cxn gunman shot dead parliament hill attack soldier shot ottawa report soldier dead ottawashoot,true
799,miss student mass grave suspect mexico polic,false
800,man saw gunman shoot canadian soldier war memori say shooter rais arm triumph,true
801,report leader abu bakr al baghdadi wound coalit air strike unconfirm u defens sec john kirbi r today,false
802,florida woman surgeri give third boob,false
803,new low obama spent money close natl park shut amber alert websit look,false
804,paul walker last pic death car accid rip paulwalk,true
805,new audio record reveal shot paus shot mike brown kill shot fire,true
806,microsoft reportedli buy minecraft develop mojang billion,true
807,pentagon confirm ahm abdi godan leader al shabaab islamist group kill airstrik,true
808,break michael zehaf bebeau design high risk travel cdn govt confisc passport,false
809,pro russian rebel leader leak audio cossack shot plane mh,false
810,passeng wear person protect equip ppe flight dull ebola,false
811,fukushima nuclear plant leak ton radioact water pacif everi day,false
812,r p roger roda die alongsid paul walker,true
813,islam state video purport show behead british hostag david hain offici confirm dailymirror,true
814,kenni tiger syndrom prove perfect beauti,false
815,colombu ohio polic offic serv sandwich shard glass,false
816,yr old kyliejenn say pregnant yr old rapper tyga full video,false
817,nevada focu group pbsdebat say berniesand tonight debat margin,false
818,niagara fall turn purpl day princ die,false
819,sean comb hoax puff daddi arrest tupac shakur murder total fake p diddi ok,false
820,goliath encount puppi size spider surpris scientist rainforest beargryl midnight,true
821,break news photo galleri parliament hill attack soldier shot nation war memori,true
822,isi confirm leader al baghdadi wound airstrik,false
823,malaysia airlin say lost contact plane fli ukrainian airspac,false
824,canadian soldier shot countri nation war memori near parliament,true
825,uk krispykrem apolog kkk wednesday custom promo,true
826,hillari clinton lie clinton first woman nomin presid victoria woodhul,false
827,guy bend iphon plu bare hand,false
828,cruz stood hour freedom obama stand miss child amberalert shutdown,false
829,photo black nurs save life kkk member,false
830,insan reason chine driver intent kill pedestrian hit via slate,false
831,viral video prankster joshpalerlin gave homeless man shock result,false
832,charliehebdo suspect prepar die martyr tell polic make contact french medium,false
833,ferguson polic beat man charg bleed,false
834,ted cruz appar ride presid air forc one en rout dalla man barack obama saint,false
835,canadian soldier shot war memori die one three suspect gunman also dead polic say,true
836,graffiti artist banksi arrest london ident reveal nation report nation report via wpusta,false
837,end nigh pepsi test dorito flavor mountain dew ye real,true
838,day ferguson cop told dirti bloodi lie via thedailybeast,false
839,craigslist ad get paid hour protest trump ralli,false
840,confirm irrelev rt ksdknew confirm mikebrown crimin record ferguson,true
841,hoax mcdonald issu offici statement racist sign seriouslymcdonald,false
842,scientist discov puppi size spider rainforest better known nope spider,true
843,fukushima toxic water leak level seriou incid fuck tepco fuck ocean boil yan,false
844,transgend teen leelah alcorn publish suicid note tumblr death need mean someth,false
845,nc town forc remov statu pray soldier christian flag veteran memori,false
846,shoot investig go hour much downtown ottawa still lockdown cbcott ottnew,true
847,someon spray paint peni million bugatti veyron,false
848,intern crimin georg soro boi davidbrockdc sooo bust fauxprotest ringer realdonaldtrump,false
849,orlando oh look muslim shooter also democrat,false
850,one day see anim etern christ pope franci said boy whose dog die,false
851,krispi kreme thought kkk wednesday would good idea,true
852,cpl nathan cirillo pictur left minut shot war memori today cbcott ottnew,true
853,presid petti strike obama reportedli skip nanci reagan funer,false
854,updat polic confirm former basebal star jose canseco shot left hand accident shoot cnn,true
855,first photo malaysia airlin crash site ukrain via reuter mh,false
856,open letter trump voter top strategist turn defector via xojanedotcom,false
857,fact florida state univers shooter last facebook statu bibl vers matthew imagin quran,true
858,dog found abandon scottish train station suitcas fill belong,true
859,mani white celebr caught shoplift end dead street wait ferguson,false
860,omfg read person experi talk angela,false
861,miss afghan soldier found tri enter canada near niagara fall,true
862,cpl nathan cirillo identifi soldier shot kill war memori today cbcott ottnew,true
863,power letter lego parent real,true
864,paul walker good give back day tragic death,true
865,news saudi arabia nation airlin plan introduc gender segreg flight,false
866,break video claim show behead british aid worker david hain isi,true
867,put iphon pocket may come shape,false
868,islam tribun texa oper sharia law wtf lodisilverado amymek tcot,false
869,peni spray paint million bugatti prank video,false
870,pepsi current tast test dorito flavor mountrain dew would tri,true
871,alaskan report say f ck quit live tv cowork reaction priceless,true
872,appl fan tight pant bend iphon plu bendghazi,false
873,say labor union align hillaryclinton stop dem say tpp speak nurs,false
874,ex marlboro man die smoke relat diseas via fox,true
875,japan fukushima nuclear plant leak gallon radioact water ocean daili,false
876,studi find third vegetarian eat meat drunk,false
877,islam tribun texa oper sharia law wtf lodisilverado amymek tcot,false
878,franc shoot hostag take kosher market pari sever report wound,false
879,banksi respons charliehebdo shoot,false
880,letter lego group box toy via mb hfdsp gender equal,true
881,human dna found hot dog vegetarian sausag contain meat,false
882,r p driver die paul walker one care famou,true
883,break shot fire hostag taken manhunt charliehebdo attack polic say,false
884,believ tupac still aliv,false
885,bug io reset set option also era icloud drive document julipuli,false
886,facebook spi govern,false
887,incred rt ryan hand shoot travel ferguson missouri hongkong,false
888,former basebal slugger jose canseco accident shot left hand polic say,true
889,hillari overcharg poorest campaign donor lindasuhl realdrgina girlsfortrump cinderella b kamvtv u usa,false
890,transgend year old left suicid note tumblr plead fix societi,false
891,ny ag investig clinton campaign credit card fraud elderli donor,false
892,outrag understat ir sent refund unauthor alien atl address,true
893,rt xxl presid obama daughter wear pro era shirt,false
894,polic ferguson plan releas name offic shot unarm teen michael brown,false
895,realpaulwalk die fieri car crash fastfuri filmmak commemor legaci dedic next six sequel,true
896,r p rodger roda guy one seem care famou die paul walker,true
897,canadian soldier shot war memori ottawa die accord two member parliament live blog,true
898,fake news banksi arrest unmask real banksi shockingli reveal,false
899,break gunman pari store threaten kill hostag charliehebdo suspect harm,false
900,manag chick fil made list word employe longer allow say,false
901,could buk surfac air missil system brought malaysia airlin flight mh,false
902,say lot worldview hear obama donat muslim museum make sen,false
903,justifi shoot unarm teenag say might commit misdemeanor fuck asshol ferguson,false
904,oregon commun help mother boy punish tardi due vehicl problem,true
905,two favorit landmark go purpl honor world miss princ beauti,false
906,rcmp ottawa polic news confer begin watch live cbcott ottnew,true
907,surreal photo ottawa vip escort spark street,true
908,texa first islam tribun u sharia law america must stop fritobandito amymek,false
909,caitlyn jenner post nude cover sport illustr,false
910,krispi kreme hull advertis kkk wednesday know know,true
911,poll prove berni sander hispan vote nevada,false
912,prayforchristoph k run well walk lol savannahn lemongella,true
913,key suspect abdel maje bari left west london home last year,false
914,talk angela get person info kidnapp watch camera,false
915,go unreal la vega goe undef home everi year nhl expans,false
916,actor eric lawson portray marlboro man die chronic obstruct pulmonari diseas,true
917,break news isi terror group confirm leader abu bakr al baghdadi injur u air strike yesterday channel,false
918,updat uk prime minist david cameron describ appar behead david hain act pure evil,true
919,hong kong protest use hand shoot gestur ferguson,false
920,marlboro man die smoke relat diseas,true
921,marlboro ad man eric lawson die chronic lung diseas guardianworld,true
922,report shoot dammartin en goel rout n north east pari french medium say car chase way,false
923,starbuck experi beer flavor latt reportedli tast like guin,true
924,someon spray paint peni bugatti veyron,false
925,donald trump tell chri matthew woman deserv form punish abort,false
926,dog afterlif pope franci say place pet paradis,false
927,tragic nearli peopl die funer drink contamin beer,false
928,seem berniesand back nevada let clarkcountynv dem rig sensand feelthebern,false
929,shooter orlando muslim b regist democrat voter c isi homophob e readi hillari,false
930,rememb paul walker fast furiou star happi hour tragic death,true
931,fast furiou franchis respond paul walker death,true
932,ferguson polic chief offic involv shoot michael brown darren wilson year veteran disciplinari record,true
933,confirm mikebrown crimin record ferguson,true
934,drift peac slumber w thejeffbridg new sleepingtap album listen om,false
935,shot war memori canada capit,true
936,niagara fall turn purpl day princ die,false
937,scene ottawa war memori soldier duti shot,true
938,confirm jami dornan leav fifti shade grey fiftyshad jamiedornan,false
939,graffiti artist banksi arrest london ident reveal nation report nation report,false
940,payment hard drive destruct compani,false
941,pope franci appear suggest progress make fals claim religi belief requir,true
942,touch tribut fallen soldier,true
943,charliehebdo cartoonist kill charb cabu tignou georg wolinski jesuischarli,false
944,lego letter still offer power messag parent year later,true
945,break least kill pari hostag situat via afp,false
946,fukushima state emerg leak ton radioact water ocean daili learn,false
947,one surpris cours obama skip nanci reagan funer digniti strongest attribut,false
948,fang deer pop afghanistan year last appear,true
949,paul walker death brought worst twitter user compil stupid vice,true
950,suspect behead journalist jame foley name abdel maje abdel bari,false
951,well new one chelsea clinton impli marijuana kill mmot p tcot tlot,false
952,obama say stay home mom choic want american make,false
953,statement ottawa hospit receiv patient stabl condit,false
954,report nhl expans la vega done deal,false
955,aren one spectacular volcano locat costarica,false
956,move get dumbass kristen stewart trash militari defend terrorist tcot,false
957,ca grand dragon endors hillari clinton behalf kkk trump,false
958,diseas spread bug bite face sleep found u,true
959,vladimir putin drive round motorcad shape like peni,false
960,presid argentina adopt jewish teenag stop becom werewolf,false
961,break news search move canada skyrocket follow supertuesday,false
962,charliehebdo shoot suspect tell polic prepar die martyr french medium,false
963,fast furiou delay scrap follow paul walker death report,true
964,texa health offici say nd person test posit ebola dalla hospit treat thoma eric duncan,true
965,donald trump goe full anti woman punish woman abort,false
966,oklahoma behead suspect alton nolen order held without bond,true
967,power lego letter parent real,true
968,perhap medium ask hillari clinton campaign made payment hard drive destruct compani,false
969,madden nfl simul correctli predict super bowl final score,true
970,oklahoma prosecutor file formal notif seek death penalti behead suspect altonnolen kellyfil,true
971,ahh jk rowl encyclopedia work harrypott pottermor open,false
972,islam state leader al baghdadi wound airstrik iraqi offici say isi,false
973,r p driver die paul walker one care famou omg,true
974,pick compani month million famili join afa target boycott stock take billion hit,false
975,dog abandon scottish railway station suitcas full belong,true
976,matt taibbi left first look medium sorri see go great talent wish well,true
977,obama cut militari pay third year row isi nd terrorist attack week wakeupamerica r ok w,false
978,paul walker happi hour tragic death,true
979,scientist releas horrifi pictur puppi size spider found rainforest,true
980,target boycott cross million signer stock sink billion,false
981,offici took away halloween decor report real suicid victim still unknown,true
982,malaysia airlin plane mh shot ukrain near russian border,false
983,canadian cpl nathan cirillo kill gunman guard canada nation war memori,true
984,canadian soldier shot war memori die offici report ottawashoot,true
985,day plane shot ukrain mh pilot laid rest,false
986,victoria woodhul ran u presid year hillari clinton,false
987,transgend teen leav heartbreak suicid note tumblr get hit truck,false
988,someon spray paint peni mill bugatti,false
989,dub bendgat iphon plu user report aluminium bodi bend pant pocket,false
990,religi subjug troop bahrain get ramadan train tcot,false
991,obama file feder charg georg zimmerman follow acquitt shoot murder trayvon martin,false
992,let u stop call ladi behead etc dehuman colleen hufford peopl love life,true
993,malaysia airlin plane mh shot ukrain near russian border,false
994,obama file feder charg zimmerman violat trayvon civil right god good,false
995,updat attack shot dead parliament soldier shot war memori ottawashoot,true
996,calm durex come pumpkin spice condom,false
997,peopl die drink beer believ poison crocodil bile mozambiqu,false
998,shoot unarm kid conceal evid impos martial law harass report smear victim worst polic ever ferguson mikebrown,false
999,googl south american goliath birdeat helllll noooooo,true
1000,ignor cold homeless guy sit outsid starbuck plea sure complain non christian red cup coffe,false
1001,two hewlett packard better one new h p would look,true
1002,updat attack shot dead parliament soldier shot nation war memori cbcott ottnew,true
1003,need get data melbourn data center make aussi yet,false
1004,starbuck test new latt tast exactli like guin,true
1005,million green card work permit,false
1006,urgent isi use bomb contain live scorpion spread fear iraq,false
1007,retail giant taken huge hit consum react misguid bathroom polici,false
1008,new york citi marijuana may mean ticket arrest,true
1009,updat ottawa polic confirm gunman canada shoot shot kill search possibl addit gunman,true
1010,amber alert realli shutdown b c lack fund obama said go back today bad pr governmentshutdown,false
1011,selena killer former fan club presid releas earli prison,false
1012,macklemor announc today join isi,false
1013,updat rebel leader record call shot plane english subtitl mh,false
1014,estim ton contamin water leak pacif ocean per day wreck fukushima nuclear plant,false
1015,wtf rt pourmecoffe hello everyon puppi size spider surpris scientist rainforest,true
1016,report photograph malaysia airlin mh crash,false
1017,hong kong protest use hand shoot gestur ferguson missouri handsupdontshoot,false
1018,one person shot outsid centr block second wound insid build parliament hill shoot,false
1019,black man run polic mere might tri avoid recur indign profil,false
1020,afp report dead hostag held kosher store eastern pari separ incid charli hebdo shooter,false
1021,ton peopl search move canada follow trump clinton win,false
1022,break show solidar hongkong ferguson hand shoot hong kong protest,false
1023,cdc confirm patient dalla test posit ebola viru come khou news p,true
1024,live koban border grow concern isi use chemic weapon kurdish fighter,false
1025,sugarhil gang big bank hank die cancer,true
1026,cnn alton nolen mother oklahoma man behead cowork said two side everi stori cut woman head,true
1027,head isi abu bakr al baghdadi said critic wound u air strike,false
1028,interest look tgt target stock price sinc implement transgend bathroom polici,false
1029,legendari egalitarian letter lego parent,true
1030,dramat photo wcuddington scene ottawa,true
1031,break malaysian airlin passeng shot near russian border ukrain,false
1032,florida woman surgic add third breast bid becom realiti tv star via daili mail,false
1033,berniesand pull magic trick hat nevada offici,false
1034,still paul walker situat believ die especi car,true
1035,pregnant woman lost eye get shot polic bean bag round car ferguson,true
1036,r p paul walker die love go fast,true
1037,dear presid obama look like stay home mom vote,false
1038,hewlett packard plan split two compani wsj report,true
1039,paul walker mourn vin diesel fast furiou co star rippaulwalk,true
1040,break microsoft near deal buy minecraft maker mojang,true
1041,someon troll twitter think macklemor join isi,false
1042,rip roger roda man die paul walker rippaulwalk riprogerroda,true
1043,scene war memori ottawa,true
1044,bobbi shmurda stab death jail cell mate,false
