,text,verdict
544,dna confirm hakeem empir jay z biolog son read detail,true
545,bodi found north carolina virginia girl miss sinc wednesday virginia tech student charg,false
546,sever peopl held hostag sydney cafe australian tv show peopl hand window,true
547,poll hillaryclinton pull even berniesand new hampshir debat,true
548,know orlando shooter gay muslim regist democrat wonder liber tri blame gun orlandoshoot,true
549,father steve job founder appl refuge syria,true
550,white hous tonight illumin rainbow color honor celebr marriag equal bravo,true
551,black man run polic mere might tri avoid recur indign profil,true
552,updat donald trump advoc abort ban form punish woman abort msnbc,true
553,black islam flag held window lindt chocol store martin place sydney hostag insid,true
554,elud captur year mafia bos arrest underground bunker southern itali,false
555,stile rest u want lydia wake teenwolf tonight c,false
556,confirm dead francoi holland visit scene attack latest pari,true
557,man anxieti let depress muscl turf,false
558,woman hospit confus hair mouss builder foam,true
559,stop watch pillowtalk weekend even sorri,false
560,jeb bush donald go abl insult way presid cheer audienc nprdebat,false
561,one third vegetarian eat meat get drunk,true
562,ray hadley say spoke hostag could hear gunman background bark order demand go live air,true
563,plastic bag use wale drop per cent sinc p charg introduc,true
564,payment hard drive destruct compani,true
565,whole food call sell asparagu water water stalk asparagu,true
566,niagara fall turn purpl day princ die,true
567,vatican insist pope franci encount kim davi endors view,true
568,prime minist toni abbott statement sydneysieg updat,true
569,vatican offici say sen regret pope franci met kim davi,true
570,rememb talent singer aaliyah would th birthday,false
571,studi conclud clinton camp statist basi back claim latino vote nv,true
572,email michigan offici gave bottl water state employe year flint resid got,false
573,hey cnnpolit cnn poll go apparantli lot peopl like berniesand report,true
574,orlando shooter murder gay peopl regist democrat muslim medium go silent,true
575,crow ride eagl nbd,true
576,gop candid lawmak return donat made leader racist group cite dylann roof manifesto,true
577,break reportedli shot dead pari hq french weekli charli hebdo,true
578,nevada focu group pbsdebat say berniesand tonight debat margin,true
579,trump campaign strategist quit wrote amaz open letter,true
580,pray parent school leadership wisdom refus school satan club,true
581,london juri acquit five six broker trial accus manipul libor interest rate,false
582,obama pattern mass shoot countri parallel anywher el world,true
583,governor whose marriag would crime year ago never racist law,false
584,olymp u woman win basketbal gold th consecut olymp rout spain final,false
585,nasa curio rover send back selfi sand dune mar,false
586,nasa confirm earth experi day complet dark novemb,true
587,victoria woodhul ran u presid year hillari clinton,true
588,afa rio target transgend bathroom polici push left deconstruct famili via breitbartnew,true
589,lion share collabor work tend fall woman exhaust,false
590,rememb man kill four marin chattanooga refuge,true
591,break news shot fire parliament hill follow develop stori,true
592,ctv news confirm canadian author provid u author name michael zehaf bibeau connect ottawa shoot,true
593,poll hillaryclinton trail berniesand new hampshir even without vp race,true
594,well new one chelsea clinton impli marijuana kill mmot p tcot tlot,true
595,niagara fall turn purpl day princ die,true
596,real life fallen angel fall sky london,true
597,back futur predict came true,true
598,million american kill gun sinc john lennon death,true
599,boy die bitten dog essex woman arrest allow dog control,false
600,crow tri fight eagl get free ride instead,true
601,keep vanessa hudgen thought dad greg die last night cancer,false
602,white hous set aglow rainbow pride ap photo,true
603,kate winslet congratul leonardo dicaprio sagaward win everyth,false
604,gunman ottawa shot kill loss word morn canada,true
605,judi carn laugh sock girl die,true
606,gregg popovich th birthday one thing know tonight,false
607,white hous bath rainbow scotusgaymarriag,true
608,nfl diagnos concuss rose nearli percent season,false
609,watch zayn malik surreal pillowtalk video featur gigi hadad,false
610,soldier die today ottawa war memori name cpl nathan cirillo rip ottawastrong,true
611,ohio polic offic hospit eat shard glass sandwich columbu restaur blackliesmatt,true
612,potu reflect import take daughter visit holocaustmuseum holocaustremembranceday,false
613,develop presid obama attend sxsw festiv instead nanci reagan funer,true
614,see white hous light rainbow celebr gay marriag,true
615,rememb trump said lazi trait black,true
616,harri potter fan post incred move tribut severu snape alan rickman,false
617,polic confirm sydneysieg final two peopl reportedli injur suffer gunshot wound,true
618,obama cut militari pay third year row isi nd terrorist attack week wakeupamerica r ok w,true
619,break report two custom employe escap sydneysieg,true
620,u impos sanction iranian compani individu missil programm lift nuclear sanction,false
621,white hous set aglow rainbow pride ap photo,true
622,ooh babi icymi dicki v love revers dunk freshman phenom ben simmon,false
623,realdonaldtrump slam hillaryclinton job elect offici serv citizen,false
624,soldier shot nation war memori ottawa cdnpoli hw,true
625,eiffel tower display color franc flag pay tribut victim parisattack,false
626,tyronn lue east star coach coach game west counterpart gregg popovich game,false
627,american freed reunit famili someth celebr potu,false
628,war come season trailer cwthe miselizajan wildpipm,false
629,michael oher got text cam newton offseason prepar sb,false
630,woman mistook builder foam hair mouss,true
631,presid obama skip nanci reagan funer order attend south southwest,true
632,berni sander nevada caucu nvcaucu,true
633,isi medium account post pictur claim michael zehaf bibeau dead ottawashoot suspect canada,true
634,caus death usa june,true
635,presid putin probabl approv ex russian spi alexand litvinenko assassin inquiri find,false
636,donaldtrump son spoke father decis visit flood damag louisiana pre obama play golf,false
637,white hous lit rainbow color follow u suprem court rule sex coupl right marri,true
638,beat p bag charg win cute lambrini shop bag rt follow enter c appli,true
639,eleven dead shoot pari offic satir magazin charli hebdo live updat,true
640,white hous lit rainbow color follow u suprem court rule sex coupl right marri,true
641,new analysi wcvi sander latino vote nevada,true
642,ann frank stepsist say trump act like anoth hitler,false
643,break news pope franci encount kim davi endors view vatican say,true
644,hillari surroagt bob beckel call assassin julian assang,true
645,iran announc washington post report jason rezaian three iranian american freed prison,false
646,rcmp hold news confer ottawa shoot pm et pt watch live coverag,true
647,keith richard pull knife donald trump say roll stone ex event promot,true
648,local medium peopl appear escap martin place sydney caf amid hostag situat abcnew,true
649,oil tanker hijack malaysian port kuantan taken indonesian water malaysian maritim offici say,false
650,plane wreckag found thailand prompt specul might belong malaysian airlin flight mh reuter,false
651,ton peopl search move canada follow trump clinton win,true
652,ohio polic offic serv sandwich contain shard glass offic hospit rncincl,true
653,gay muslim democrat terrorist threaten kill classmat nra someth,true
654,watch live sun goe white hous light rainbow color celebr scotu rule,true
655,white hous goe rainbow celebr suprem court marriag rule,true
656,break hostag held insid sydney cafe islam flag held,true
657,break five explos heard near bataclan concert hall pari reuter wit,false
658,interest look tgt target stock price sinc implement transgend bathroom polici,true
659,audio record reveal cpr start minut staff found gynnya mcmillen,false
660,pope franci expect fire archbishop trick meet kim davi,true
661,surpris target stock drop sinc transgend bathroom polici,true
662,ann frank refuge deni entranc unit state syrianrefuge,true
663,photo tweet cpr perform soldier heard four shot ottawa,true
664,superman poster legit,true
665,tim allen compar clinton herp think gone show,false
666,ny ag investig clinton campaign credit card fraud elderli donor,true
667,open letter trump voter top strategist turn defector amaz first person account via xojanedotcom,true
668,seven year ago auto sale hit year low last year hit time high potu madeinamerica,false
669,retail giant taken huge hit consum react misguid bathroom polici,true
670,break news soldier shot nation war memori ottawa,true
671,whole food test limit yuppi diet fad new asparagu water,true
672,year ago today potu sworn offic look far come sinc,false
673,three peat team usa rout serbia win third straight th basketbal gold medal,false
674,wow anthoni johnson knockout win rd quickest finish ufc light heavyweight histori ufc,false
675,potu spinach ador kid mlkday servic project watch,false
676,check new step take expand access meal kid need,false
677,franc peopl dead shoot hq satir weekli newspap charliehebdo accord wit,true
678,pari manhunt charliehebdo attack ak rifl reportedli rocket propel grenad still larg,true
679,hear berni sander flip clark counti nevada state convent may entir state feelthebern,true
680,obama skip nanci reagan funer attend sxsw,true
681,chelsea clinton impli marijuana kill uhh,true
682,french polic said kouachi cherif kouachi want pari terror attack,true
683,break hostag held sieg take place sydney lindt chocolat cafe martin place,true
684,stephenfhay hrc made repeat represent turn fals,false
685,asu curtain distract michael phelp brought gold medal speedo trick work,false
686,hostag sydney cafe made hold islam flag,true
687,white hous lit like rainbow tonight honor scotusmarriag rule,true
688,germanw sorri confirm passeng crew board flight u crash french alp,true
689,purpl reign landmark light princ sudden death princerip,true
690,charliehebdo killer shot dead polic,true
691,insan reason chine driver intent kill pedestrian hit via slate,true
692,cut everi singl path iran could use build bomb potu irand,false
693,hillari overcharg poorest campaign donor lindasuhl realdrgina girlsfortrump cinderella b kamvtv u usa,true
694,first photo hostag press window sydneysieg,true
695,studi minimum wage increas hurt restaur industri,false
696,peopl blame massacr orlando nra newsflash orlando shooter nra member regist democrat,true
697,studi find third vegetarian eat meat drunk,true
698,whole food sell asparagu water sign end time near,true
699,teenwolf start minut rt watch tweet cri scream mtvteenwolf,false
700,caitlyn jenner pose nude sport illustr cover ball censor sad michael jordan face,true
701,univers ottawa five minut walk hill lockdown,true
702,break charli hebdo latest dead wound five critic two gunman unaccount,true
703,evid destroy campaign made payment hard drive document destruct compani makeamericagreatagain,true
704,statement prime minist toni abbott sydney hostag situat,true
705,doubl rainbow white hous,true
706,light white hous like rainbow sure hell better red white blue independ day,true
707,arianagrand creat unisex fragranc name brother,false
708,twenti five stori prove target pro tran bathroom polici danger,true
709,top trump strategist resign write reveal open letter,true
710,celebr backtothefutur day bemoan lack hoverboard ignor fact phone contain human knowledg,false
711,wait new episod teenwolf like,false
712,trump dem fail betray africanamerican commun trump lazi trait black realli,true
713,bro either black presid rainbow whitehous best trip ever,true
714,wow way end histor day lovewin loveislov equalityforal lgbt,true
715,white hous shine rainbow color light honor scotu gay marriag decis lovewin,true
716,polic seem relax suggest hostag gunman longer threat sydneysieg,true
717,presid petti strike obama reportedli skip nanci reagan funer,true
718,alert tsunami advisori issu southern california local time stay away ocean shorelin cawx tsunami,false
719,break two hostag situat franc link pari prosecutor say,true
720,donald trump msnbc form punish woman abort,true
721,unstopp novak djokov perfect australian open final win andi murray,false
722,donald trump goe full anti woman punish woman abort,true
723,theweeknd donat black live matter via cnnent,false
724,rainbow white hous right dublin one day ireland legal,true
725,meet quasimodo dog short spine,false
726,map show industri estat charliehebdo suspect hole surround polic,true
727,say labor union align hillaryclinton stop dem say tpp speak nurs,true
728,keith richard pull knife donald trump claim roll stone former promot,true
729,bachmann obama classless miss nanci reagan funer,true
730,uk heterosexu coupl want enter civil partnership rather marri lose challeng london high court,false
731,one men want copi orlando shooter stop l liber democrat berniebro,true
732,senior offici canadian govern inform one shooter dead ottawa live blog,true
733,black men may run polic massachusett high court say,true
734,bachmann slam classless obama skip nanci reagan funer,true
735,local school art project titl candlelight,true
736,drug dealer charg p bag charg let u know ring,true
737,break canada four recent case zika travel public health agenc,false
738,gay marriag rule white hous rainbow color within hour murder marin murder sailor day lower flag nice,true
739,let u make next two week black qb let u talk great guy c barkley,false
740,look whitehous light rainbow color celebr scotu sex marriag rule,true
741,meet new fave celebr coupl leonardo dicaprio vape pen,false
742,watch live sun goe white hous light rainbow color celebr scotu rule,true
743,trump top strategist stephani cegielski quit campaign wrote open letter trump support,true
744,studi link clinic depress get dunk,false
745,dad air forc inspir back job presid lili,false
746,obama support tradit marriag christian vote obama white hous rainbow bring unicorn merica,true
747,least dead shoot hq charliehebdo pari polic sourc,true
748,video clueless hillari clinton call american respect empath isi,true
749,orlando shooter muslim omar mateen regist democrat,true
750,kill young suicid bomber wed turkey age,false
751,icymi dog accident stumbl middl local half marathon earn th place,false
752,pictur syrian child surrend camera real,true
753,break charli hebdo suspect kill polic storm build polic sourc,true
754,canadian teen find lost mayan citi,true
755,iranian surveil drone fli aircraft carrier persian gulf,false
756,clarissa year old polic traine montroug polic franc victim morn attack via batou,true
757,orphanag save bikini car wash,false
758,vanessa hudgen father gregori hudgen die night greas live,false
759,must address polit margin institut racism affect peopl color read plan,true
760,guardian front page tuesday januari david bowi,false
761,powel pin ex secretari state reject clinton claim told use email server,false
762,open letter trump voter top strategist stop support want win,true
763,caitlyn jenner post nude cover sport illustr,true
764,nsw polic confirm hostag emerg sydneysieg negoti might take bit time,true
765,break news new york time report canadian soldier shot die injuri heartbreak cdnpoli ableg,true
766,race poll prove berni sander hispan vote nevada,true
767,p hell pbagcharg,true
768,charliehebdo dead includ polic pari shoot photo martinbureau afp,true
769,obama skip nanci reagan funer scalia time attend sxsw,true
770,almost start cri want make cri face instead jordan draymond green,false
771,white hous lit rainbow light celebr marriag equal,true
772,ripnathancirillo rt globeandmail soldier kill war memori identifi cpl nathan cirillo ottawashoot,true
773,whiteliberalproverb n gger vote democrat next two hundr year lbj founder modern welfar state,true
774,noth see nugget forward wilson chandler catch pound fish,false
775,jimmi fallon sesam street charact photobomb famili serious ador,false
776,break news gunman take hostag sydney cafe wave islam flag,true
777,year sinc make beauti lit world like nobodi el,false
778,isra tv isra woman speak nephew mother month old babi held hostag supermarket pari jesuisjuif,true
779,central sydney shut polic amid ongo hostag situat,true
780,p bag charg fi dead robthisengland,true
781,uber sydney trip cbd free rider higher rate still place encourag driver get cbd,true
782,ralli oklahoma came back lsu late jumper,false
783,man arm knife swiss train start fire seven peopl hospitalis knife wound burn polic say,false
784,boycott target tran bathroom polici,true
785,best thing p plastic bag charg cupboard next sink worth,true
786,charli hebdo shoot latest dead gunman still larg,true
787,purpl pain landmark across globe light fit princ tribut ripprinc,true
788,man believ gunman film wear black headband insid cafe,true
789,today day health insur make sure getcov,false
790,shot fire parliament hill man walk gun lock secur offic parliament hill,true
791,layton polic offic hospit subway worker serv meth thc drink video,true
792,woah natur,true
793,recap gunman shot dead insid parliament build polic believ may other loo cdn soldier shot earlier war memori,true
794,photo day,false
795,hostag taker sydney cafe demand isi flag call australian pm sky news report sydneysieg,true
796,mp credit sergeant arm save live parliament hill shoot,true
797,lazi trait black book quot trump say,true
798,louisiana politician demand flood aid vote sandi relief,false
799,updat confirm dead charliehebdo attack pari ap report stori ap,true
800,least peopl kill doubl blast near shia shrine sayyida zeinab south damascu syrian state medium,false
801,see peopl come firedoor near lindt cafe wait polic peopl hard see sydneysieg,true
802,hillari clinton lie clinton first woman nomin presid victoria woodhul,true
803,obama skip nanci reagan funer attend entertain festiv instead,true
804,potu make latest push advanc equal pay woman today,false
805,white hous lit rainbow color follow u suprem court rule sex coupl right marri,true
806,devot page batman v superman interview zacksnyd benaffleck henri cavil galgadot,false
807,anymor think million american quietli go day,false
808,hope excit thursday kid lebron easi basket,false
809,target say boycott transgend bathroom polici hurt sale,true
810,french polic still search woman may accompani year old man arrest disneyland pari,false
811,openli gay man said partner met pope franci day kim davi,true
812,watch tommi chong made pro berni sander video,false
813,jeb bush campaign kick state farewel tour iowa town hall meet,false
814,break live coverag hostag situat unfold sydney martin place,true
815,school satan club,true
816,network tunnel stone age howev one know could construct time,true
817,top north korean diplomat disappear london embassi defect south korea seoul confirm,false
