,text,verdict
538,black peopl stubborn chang pbagcharg,true
539,photo dog canadian reservist kill nation war memori wait return home,true
540,one day friday,false
541,calm everyon banksi arrest banksi,true
542,set zika emerg team explos spread viru,false
543,statement ottawa hospit receiv patient stabl condit,true
544,selenagomez prowl hot guy instyleglob parti,false
545,offici took away halloween decor report real suicid victim still unknown,true
546,listen live special coverag parliament hill shoot,true
547,j k rowl work th harri potter book,true
548,updat attack shot dead parliament soldier shot nation war memori cbcott ottnew,true
549,incred rt ryan hand shoot travel ferguson missouri hongkong,true
550,obama declar stay home mom worth hill bean say choic want american,true
551,send deepest condol famili friend paul walker roger roda,true
552,want live planet anymor rt juddlegum pepsi make dorito flavor mountain dew dewito,true
553,sure first dump pluto call dwarf planet drive hous make sure date solar system,false
554,potu announc new rule aim advanc equalpay,false
555,giant puppi size spider found south america said world largest,true
556,chat mtvteenwolf mandaaabearr kaitiii,false
557,traffic camera accident snap beauti photo snowi owl,false
558,someon spray paint peni million bugatti veyron,true
559,elvi presley born day,false
560,well one way quit job watch alaskan report charlo green quit live air,true
561,isi kill babi afflict syndrom disabl activist claim,true
562,talk time nd brk cruz rubio trump paul christi bush kasich carson fiorina nprdebat,false
563,audio tape play cnn seem corrobor wit account darrenwilson kept shoot michaelbrown tri surrend,true
564,sourc microsoft discus buy minecraft maker mojang billion wsj,true
565,paul walker die age saturday heart go famili friend,true
566,groundbreak femal pilot bomb isi disown famili,true
567,fake news banksi arrest unmask real banksi shockingli reveal,true
568,man cut peni threw bin girlfriend dump small manhood,true
569,mexican presid pena nieto plagiar law thesi report say,false
570,list overnight arrest ferguson show much higher number offici report,true
571,ted cruz far consist conserv crowd ap photo,false
572,assholeoftheday sen thoma corbin say woman lesser cut meat,true
573,target boycott cross million signer stock sink billion breitbart,true
574,motor world respond paul walker death,true
575,poland say accept migrant eu quota pari attack updat,false
576,bird poop putin say violenc beget violenc open monument st world war,true
577,list overnight arrest ferguson much higher offici report via fergusonun,true
578,fast furiou cast mourn paul walker death,true
579,starbuck test new latt tast exactli like guin,true
580,date magic johnson return nba four year test posit hiv,false
581,one surpris cours obama skip nanci reagan funer digniti strongest attribut,true
582,ferguson polic beat man charg bleed,true
583,dog afterlif pope franci say place pet paradis,true
584,dammit transgend year old left suicid note tumblr plead fix societi via jobarrow buzzfeednew,true
585,bank japan introduc neg interest rate counter ongo econom slump surpris move,false
586,protestor hong kong mimick hand shoot ferguson demonstr alex ogl getti,true
587,darren wilson paid abc interview hand racism capit continu wash one anoth,true
588,fact malaysia airlin mh shot may hinder insur payout,true
589,rural region northern franc search hunt charliehebdo gunman latest updat,true
590,letter alan rickman wrote u back upon complet harri potter deathli hallow,false
591,call islam state propaganda magazin confirm british milit known jihadi john die novemb,false
592,seem berniesand back nevada let clarkcountynv dem rig sensand feelthebern,true
593,internet betti white dead photo getti,true
594,prayforchristoph plea rt fav mean care mayb chri brown see see care smile,true
595,islam state confirm jihadi john dead follow report kill drone strike raqqa last year,false
596,watch potu flotu share favorit olymp memori cheer teamusa,false
597,kenni tiger syndrom prove perfect beauti,true
598,legendgari hitemup bad boy c e iamdiddi arrest connect murder tupac shakur wethewest,true
599,break malaysia airlin plane shot carri peopl,true
600,hewlett packard split pc printer busi corpor hardwar servic hpq,true
601,convict killer levi bellfield final admit murder schoolgirl milli dowler polic say,false
602,surpris number vegetarian secretli eat meat,true
603,r p paul walker die love,true
604,suicid bomber kill least turkey age state run news agenc quot presid say,false
605,jame mcavoy make anoth vote batman agre let u know empirebv,false
606,obama file feder charg georg zimmerman follow acquitt shoot murder trayvon martin,true
607,still cah believ paul walker die r p paul walker r p brian connor r p fast furiou,true
608,paul walker genuin admir histori organ particip intern disast relief mission,true
609,watch paul walker last trailer film hour movi set releas two week,true
610,team usa largest margin victori gold medal game sinc dream team beat croatia,false
611,mike brown murder trial wit deandrejoshua fatal shot set fire verdict deandrejoshua,true
612,ex marlboro man die smoke relat diseas via fox,true
613,good sweet lord pepsi actual test dorito flavor mountain dew,true
614,get readi bing watch gilmoregirl come back time netflix,false
615,eamaddennfl success predict final score sb ye true,true
616,break suspect behead journalist jame foley name abdel maje abdel bari via israelbreak,true
617,sc state senat also oppos bill would make harder domest abus gun,true
618,initi dq u woman reinstat run x relay bid make final,false
619,thought could love steve carel help carol burnett sagaward stage,false
620,iphon plu owner accident bend iphon pocket kellyhodgkin,true
621,charliehebdo shoot gunman shout aveng prophet attack report,true
622,annual simul madden game made sever accur sb predict includ final score,true
623,fact florida state univers shooter last facebook statu bibl vers matthew imagin quran,true
624,intern crimin georg soro boi davidbrockdc sooo bust fauxprotest ringer realdonaldtrump,true
625,break least shot fire canadian parliament ottawa accord wit,true
626,target stock plung earli day americanfamassc boycott,true
627,ai weiwei close copenhagen exhibit protest denmark new asylum seeker law,false
628,banksi arrest,true
629,movi brought thrill laughter million believ die car crash rip paul walker,true
630,femal peshmerga warrior rehana credit kill isi scumbag reportedli captur behead rip,true
631,astronom say confirm exist galaxi largest solar system,false
632,thought prayer canadian soldier shot guard nation war memori ottawa ableg cdnpoli,true
633,three miss afghan offic custodi canada border polic say,true
634,live dubai hotel fire near burj khalifa tower,false
635,let u stop call ladi behead etc dehuman colleen hufford peopl love life,true
636,human dna found hot dog vegetarian sausag contain meat,true
637,peopl kill hurt seattl area homeless encamp polic say shooter larg,false
638,today mark yr sinc liber auschwitz citi death holocaustmemorialday,false
639,abc plea tweet say pay compens darren wilson interview way wait ferguson,true
640,sudden tragic death paulwalk remind u take even moment grant blink sosad,true
641,new audio record reveal shot paus shot mike brown kill shot fire,true
642,banksi illustr respons charli hebdo attack banksi strike,true
643,challeng saudi woman face vote stand elect first time,false
644,ok mt alexpappa photo passeng dull wait flight wear hazmat suit,true
645,dear presid obama look like stay home mom vote,true
646,shot fire canada nation war memori ottawa ceremoni guard shot polic say,true
647,sieg burkina faso hotel taken suspect islamist gunman report say nearbi hotel attack,false
648,congress alloc million protect remain eagl member,false
649,realpaulwalk die fieri car crash fastfuri filmmak commemor legaci dedic next six sequel,true
650,canadian soldier shot countri nation war memori near parliament,true
651,trump support could stand middl th ave shoot somebodi would lose voter,false
652,explor henri worsley die suffer exhaust dehydr solo antarct cross attempt,false
653,sydneysieg latest video hostag escap,true
654,appeal court judg rule call bedroom tax discriminatori two case brought uk govern,false
655,adam test spider adam,true
656,transgend year old left suicid note tumblr plead fix societi,true
657,congratul jennif lawrenc oscarnom oscar,false
658,power letter lego parent real,true
659,new link ferguson polic releas video say show robberi involv michaelbrown,true
660,urgent isi use bomb contain live scorpion spread fear iraq,true
661,berniesand hillaryclinton email seriou issu,false
662,break tesla choos nevada gigafactori sourc tell cnbc,true
663,miami desper turnov instead nc state got dunk big upset win,false
664,vampir bambi rare fang deer confirm afghanistan year,true
665,donna dougla elli may clampett beverli hillbilli die,true
666,survey vegetarian admit eat meat drunk,true
667,nyc pride parad orlando republican hate kill orlando shooter muslim democrat,true
668,tyre crash site paul walker die proper feel,true
669,break shot fire hostag taken manhunt charliehebdo attack polic say,true
670,colombu ohio polic offic serv sandwich shard glass,true
671,week sport bill belichick visit hospit watch termin ill fan die,false
672,man saw gunman shoot canadian soldier war memori say shooter rais arm triumph,true
673,oklahoma behead suspect alton nolen order held without bond,true
674,fukushima toxic water leak level seriou incid fuck tepco fuck ocean boil yan,true
675,crowd chant job cnn crew,false
676,obama say stay home mom choic want american make,true
677,updat parliament hill attack soldier die injuri gunman shot dead ottawashoot,true
678,transgend teen leelah alcorn publish suicid note tumblr death need mean someth,true
679,minor leaguer hit grand slam later find broke windshield,false
680,appl fan tight pant bend iphon plu bendghazi,true
681,surreal photo ottawa vip escort spark street,true
682,fdr said noth american nation park potu np findyourpark,false
683,justinbieb kendalljenn strip new calvinklein ad,false
684,updat ottawa polic confirm gunman canada shoot shot kill search possibl addit gunman,true
685,area dad want watch one hour block televis without interrupt,false
686,end oper next week,false
687,caitlyn jenner pose nude sport illustr cover noth say sexi like year old chick ball,true
688,dog abandon scottish railway station suitcas full belong,true
689,one direct fan lot mix emot zayn pillowtalk think,false
690,shoot unarm kid conceal evid impos martial law harass report smear victim worst polic ever ferguson mikebrown,true
691,pledg boycott target transgend bathroom polici,true
692,donald trump spokesperson decri lack pure breed run presid,false
693,uk aid worker david hain behead isi rememb great give man way isi want act,true
694,believ got take step modern unemploy insur system potu,false
695,caitlyn jenner pose nude sport illustr cover ball censor sad michael jordan face,true
696,leo first sag sagaward,false
697,hoppla l gg l swiss rumor putin absenc due girlfriend alina give birth ticino,true
698,rememb paul walker fast furiou star happi hour tragic death,true
699,convers x japan yoshiki documentarian stephen kijak,false
700,truth bomb zaynmalik drop first solo broadcast interview zaynonbeat,false
701,potu bet big rescu american auto industri today roar back,false
702,make sure kid equip job futur potu csforal,false
703,dog found abandon scottish train station suitcas belong photo spca,true
704,paul walker charact fast furiou name brian brian famili guy also die week death involv car umm,true
705,animaloftheday first afghan fang deer seen year,true
706,break michael zehaf bebeau design high risk travel cdn govt confisc passport,true
707,power lego letter parent gender creativ real,true
708,year old swat gamer convict domest terror year life feder prison,true
709,sydney opera hous evacu concours desert sydneysieg via cberkman,true
710,donna dougla known role elli may clampett beverli hillbilli die,true
711,move get dumbass kristen stewart trash militari defend terrorist tcot,true
712,disney make first movi featur two gay princ fall love amaz,true
713,disney world open new ordeal kingdom famili meltdown,false
714,head isi abu bakr al baghdadi said critic wound u air strike,true
715,hand shoot use ten thousand form protest hong kong power via mrmedina,true
716,dorm room decor empti bottl adderal,false
717,islam tribun texa oper sharia law db lodisilverado amymek tcot,true
718,break fbi uncov new audio neighbor skype lawyer count shot mikebrown,true
719,polic ferguson plan releas name offic shot unarm teen michael brown,true
720,ignor cold homeless guy sit outsid starbuck plea sure complain non christian red cup coffe,true
721,french polic chief kill charliehebdo attack,true
722,sister kyliejenn kourtneykardash instyleglob bash goldenglob,false
723,someon troll twitter think macklemor join isi,true
724,serious must good life fake fluffydi shit pop,true
725,three five detaine swap isi leader claim,true
726,ap iraqi offici say airstrik wound leader islam state milit group abu bakr al baghdadi,true
727,run chocol warn world largest chocol manufactur,true
728,olymp u woman win th straight x relay gold give allyson felix career gold,false
729,clinton campaign made payment hard drive destruct compani destruct hard drive hillaryclinton,true
730,hobbi lobbi ask ferguson pd clarif thought chop someon hand maximum penalti shoplift,true
731,war memori ottawa soldier shot give treatment break,true
732,let u start boycot koch industi paid georg zimmerman legal fee justicefortrayvon jurorb,true
733,homicid among top five caus death adolesc endviol,true
734,massachusett court find reason black men run polic avoid racial profil,true
735,offici berniesand actual nevada today came factor enthusiasm organ,true
736,help know douch harvard prof ben edelman racist student,true
737,poll prove berni sander hispan vote nevada,true
738,briton film abus girl young eight philippin sentenc uk year,false
739,r p roger roda ceo racer die paul walker yesterday origin santa ana el salvador,true
740,hp confirm split two compani cut job hp,true
741,transgend teen leav heartbreak suicid note tumblr get hit truck,true
742,kim jong un may injur leg still control north korea sourc say,true
743,evid found gunfir naval medic center san diego build search continu militari say,false
744,banksi prove arrest put new piec bristol take look,true
745,icymi selena killer former fan club presid releas earli prison,true
746,passeng wait flight washington airport take risk,true
747,dorito flavor mountain dew real thing,true
748,pick compani month million famili join afa target boycott stock take billion hit,true
749,niagara fall turn purpl day princ die,true
750,hp confirm split two compani cut job hp,true
751,intel missil hit mh like fire pro russian separatist detail,true
752,fang deer pop afghanistan year last appear,true
753,way live social connect peopl inform world work way,true
754,confirm mikebrown crimin record ferguson,true
755,donald trump least favor view presidenti candid sinc least,false
756,kevin vicker hail hero took attack parliament hill cbcott ottnew,true
757,read abc paid darren wilson k interview destroy black life remain lucr american career ferguson,true
758,barackobama depart justic file feder charg georgezimmerman,true
759,onedirect new music video histori walk memori lane dhistoryvideo,false
760,extraordinari broadcast tribut paid sir terri wogan die age,false
761,estim ton contamin water leak pacif ocean per day wreck fukushima nuclear plant,true
762,old banksi arrest hoax back buy,true
763,hard believ paul walker die yesterday fast furiou way young rip,true
764,michigan gov onetoughnerd flintwatercrisi may affect mani child,false
765,drzuhdijass disgrac mosqu pick first visit ffweekend,false
766,barack obama doj shut amber alert system add dead kid length will go shutdown game,true
767,bb vault donald trump dad arrest kkk brawl cop,false
768,macklemorejoinedisi,true
769,employe chick fil said ban use slang bae bruh ratchet,true
770,five movi role made u fall love paul walker rippaulwalk,true
771,jack white avett brother premier six part music doc sundanc report,false
772,mayb tupac aliv dead,true
773,dead list ban slang chick fil manag,true
774,stop believ see facebook rt lilduv ebola found hair extens bitch wear weav,true
775,first femal candid presid hillaryclinton victoria woodhul nhpolit tcot,true
776,viral mexico mass grave discov student protest go miss,true
777,aliv see soon,true
778,believ macklemor join isi piti macklemorejoinedisi,true
779,goliath encount puppi size spider surpris scientist rainforest beargryl midnight,true
780,say lot worldview hear obama donat muslim museum make sen,true
781,obama daughter pregnant obama get internet shut olivia type time go sick,true
782,smart peopl racist le smart peopl smart enough hide,false
783,thing success peopl breakfast,false
784,japan first stealth fighter unveil,false
785,tini alpin town northern itali welcom first babi year,false
786,jew anywher target jewish must respond togeth potu israelinusa,false
787,got one planet watch potu share progress made protect actonclim,false
788,presid argentina adopt jewish godson stop turn werewolf,true
789,hong kong protest use hand shoot gestur ferguson,true
790,someon spray paint peni bugatti veyron,true
791,updat one shooter possibl loo ottawa amid report shoot citi,true
792,ex marlboro man die smoke relat diseas,true
793,antoniofrench alleg new shoot audio michaelbrown,true
794,current passeng breakdown nation via theag smh mh,true
795,donald trump goe louisiana flood site spend minut hand play doh leav whereshillari,true
796,surpris number vegetarian secretli eat meat,true
797,vladimir putin motorcad seen air,true
798,power imag ye drawn lucilleclerc banksi detail charliehebdo,true
799,former feder agent find stori hard believ even white hous spitehous,true
800,internet thing secur bad search engin sleep kid,false
801,new audio help michael brown investig listen attorney say could key investig,true
802,updat uk prime minist david cameron describ appar behead david hain act pure evil,true
803,kenni consid first tiger syndrom age nine kenni die cancer,true
804,graffiti artist banksi arrest london ident reveal nation report nation report,true
805,canadian govern offic lock ottawa arm attack,true
806,french justic minist quit appar protest plan strip citizenship peopl convict terror,false
807,detail radioact water fukushima risen cm protect barrier freeli leak ocean,true
808,refus pay p bag charg backfir,true
809,driver die accid paul walker forget famou,true
810,kind muslim woman afghan mother daughter daughter law team kill taliban aveng son murder,true
811,obama gentli guid michel hand maneuv drone joystick,false
812,target boycott cross million signer stock sink billion,true
813,ibtihaj muhammad win bronz fenc becom first olympian compet hijab,false
814,store owner told fox monday theft said michaelbrown said someon el ferguson,true
815,least two peopl dead shoot school northern saskatchewan canadian govern offici said,false
816,littl io bug delet icloud data tri reset set,true
817,microsoft buy mojang billion report deal finalis earli week,true
818,afghanistan lot know need deer fang god,true
819,report activ gunman san diego navi medic centr,false
820,rip roger roda man die paul walker rippaulwalk riprogerroda,true
821,least kill tripl bomb near damascu,false
822,breakfast around,true
823,icymi tom bradi pen heartfelt thank note patriot fan,false
824,killer american rank chang littl year,true
825,pledg boycott target transgend bathroom polici,true
826,hewlett packard split pc printer busi corpor hardwar accord report,true
827,fukushima state emerg leak ton radioact water ocean daili learn,true
828,report ferguson polic beat wrong suspect charg get blood uniform,true
829,bug io reset set option also era icloud drive document julipuli,true
830,truth nod thexfil cia releas hundr declassifi doc,false
831,famili say beverli hillbilli actress donna dougla dead age nbc,true
832,cartoon perfect tribut nathan cirillo ottawashoot,true
833,meet south american goliath birdeat spider size puppi,true
834,tedcruz berni socialist admit hillari socialist pretend teamcavuto,false
835,japan fukushima nuclear plant leak gallon radioact water ocean daili,true
836,sander latino vote accord sampl data compar clinton nvcaucu,true
837,quot day,false
838,updat photo suspect alton nolen moor okla behead releas,true
839,break news ottawa polic confirm abc news look suspect one dealt,true
840,mh believ shot old soviet built buk surfac air missil system,true
841,research matter leadership qualiti compet,false
842,la vega raider,false
843,come texa confirm islam tribun use sharia law texa,true
844,least three french soldier kill avalanch alp train exercis french medium,false
845,hostag taken peopl kill attack burkina faso hotel milit foreign minist say,false
846,know mostli long articl book right,false
847,non essenti servic shutdown someon explain essenti,true
848,tmz post two day paul walker die illuminati,true
849,speed play part paul walker death,true
850,alway hilari shelleyhennig taken mtvteenwolf vine amaz sound,false
851,mask men dress black involv migrant attack stockholm,false
852,presid obama daughter wear pro era shirt,true
853,fang deer pop afghanistan year last appear,true
854,develop stori shot fire parliament hill soldier shot war memori ottawa,true
855,young woman shot nerf bullet ferguson polic offic lost eye,true
856,hot pocket recal involv meat place fda say process diseas unsound anim,true
857,stephen curri take make absurdli long pointer ever via wsjsport,false
858,al shabab milit overrun african union base somalia amid unconfirm claim dozen soldier kill,false
859,puppi size spider found south america known south american goliath birdeat,true
860,darren wilson six year veteran ferguson polic disciplinari action,true
861,canada parliament shoot still activ shooter separ shoot site multipl gunman gunman dead,true
862,sorri anyth today watch pillowtalk repeat,false
863,paul walker fast furiou costar react actor tragic death,true
864,canadian soldier shot war memori die offici report ottawashoot,true
865,riphulkhogan lift weight also lift heart,true
866,almost start cri want make cri face instead jordan draymond green,false
867,man arrest two firearm entranc hotel disneyland pari french medium report,false
868,fort hood shooter reportedli drawn g salari sinc massacr,true
869,wth michel obama tell black peopl go eat fri chicken vote thought could ghetto,true
870,wow obama dis stay home mom choic want american make,true
871,realli amber alert websit goe dark govern shutdown,true
872,cpl nathan cirillo identifi soldier shot kill war memori today cbcott ottnew,true
873,arrest busi new banksi mural appear bristol pic banksi,true
874,michel obama hashtag meriam ibrahim pregnant sentenc die,true
875,prayforchristoph k run well walk lol savannahn lemongella,true
876,american famili associ get sign petit boycot target transgend bathroom polici,true
877,amber alert websit show critic miss child bulletin offlin due govern shutdown,true
878,first gener kill combat zone sinc vietnam travesti obama attend major gener harold green funer,true
879,sloth cling pole ecuador much see week photo,false
880,break microsoft near deal buy minecraft maker mojang,true
881,hous sale ask price super bowl ticket well play steeler fan,false
882,oregon domest terrorist destroy public properti earnest,false
883,aren one spectacular volcano locat costarica,true
884,banksi respons charliehebdo shoot,true
885,let u make next two week black qb let u talk great guy c barkley,false
886,two favorit landmark go purpl honor world miss princ beauti,true
887,tim kain besti muslim brotherhood demsinphilli dncconvent,true
888,new info crash kill paul walker rippaulwalk,true
889,offici clark counti popul nevada washo counti berniesand hillari bernietakesnevada,true
890,break malaysia airlin passeng shot near russian border ukrain,true
891,rest peac big bank hank sugarhil gang dead,true
892,report nasti io bug could era icloud drive document,true
893,sweden interior minist say countri intend expel migrant whose applic asylum reject,false
894,home,false
895,photo alleg robberi involv michael brown ferguson via polic,true
896,krispi kreme thought kkk wednesday would good idea,true
897,white hous shutdown post alert get sandwich,true
898,report charlo green quit air start marijuana busi quit tv pay,true
899,year anticip pop lp rihanna anti inward search curvebal,false
900,car chase way pari gunfight break report hostag latest pari,true
901,updat hostag flee sydney cafe held iranian gunman explos gunshot heard,true
902,wtf rt pourmecoffe hello everyon puppi size spider surpris scientist rainforest,true
903,danaperino legal troubl would call hillaryclinton find get,false
904,last pictur paul walker taken death car crash rippaulwalk fast furiou w,true
905,connect hong kong protest ferguson hand shoot,true
906,former basebal slugger jose canseco accident shot left hand polic say,true
907,live follow nye celebr around world current live sydney,false
908,claim obama use shutdown scuttl amber alert system reveal ignor amber alert,true
909,break malaysia airlin plane shot travel amsterdam kuala lumpur,true
910,know orlando shooter gay muslim regist democrat wonder liber tri blame gun orlandoshoot,true
911,russian boy shock electr claim superpow like magneto,true
912,eonlin start bottom whole team sagaward,false
913,paul kantner found member jefferson airplan die publicist say san francisco gate,false
914,soldier shot nation war memori ottawa,true
915,black man run polic mere might tri avoid recur indign profil,true
916,updat donald trump advoc abort ban form punish woman abort msnbc,true
917,least migrant includ child drown boat sink turkey greec,false
918,hong kong hand shoot emul ferguson protest power imag,true
919,paul walker friend castmat pour heart overnight rippaulwalk,true
920,report miss afghan soldier found tri cross canada sourc say wcvb news nbcnew fix typo,true
921,research naskrecki encount goliath birdeat world largest spider,true
922,woman hospit confus hair mouss builder foam,true
923,let u plea rememb victim ok behead colleen hufford rt victim love grandma via nypost,true
924,best quot davo,false
925,microsoft buy mojang report billion deal could sign week,true
926,go unreal la vega goe undef home everi year nhl expans,true
927,meet south american goliath birdeat spider size puppi,true
928,one third vegetarian eat meat get drunk,true
929,transgend year old left suicid note tumblr plead fix societi,true
930,hewlett packard plan split two compani wsj report,true
931,plastic bag use wale drop per cent sinc p charg introduc,true
932,current foxnew websit zero repeat zero coverag ferguson protest probabl due lack cowboy hat,true
933,payment hard drive destruct compani,true
934,day plane shot ukrain mh pilot laid rest,true
935,woke news paul walker death train derail bronx left least dead rememb lucki,true
936,hewlett packard split two compani adapt chang technolog landscap,true
937,doctor concuss fame will bet medic licens j simpson cte,false
938,plea read purchas koch product pay zimmerman attorney fee,true
939,russian offic push button deliber shot mh ukrainian gov say,true
940,believ tupac still aliv,true
941,break miss afghan soldier reportedli found near canadian border,true
942,studi conclud clinton camp statist basi back claim latino vote nv,true
943,typic woman work full time still earn cent everi dollar typic man potu,false
944,betti white victim death hoax fan misread satir stori year old dye job,true
945,real takeaway gopdeb ted cruz snub,false
946,nineti took drug french clinic trial left one brain dead five hospitalis health minist say,false
947,quit design flaw rt nymag sit iphon plu pocket bend beyond repair,true
948,orlando shooter murder gay peopl regist democrat muslim medium go silent,true
949,teacher pick wrong student believ everi fuck year,false
950,russian fighter came within foot air forc jet,false
951,madden predict patriot would win exactli happen,true
952,wit tell cbcnew suspect shooter uniform soldier ottawa war memori carri rifl,true
953,parliament hill lockdown soldier shot ottawa war memori south east block,true
954,water leak fukushima could contamin entir pacif ocean,true
955,taliban say behind bachakhanuniattack left least dead pakistani medium report,false
956,nevada focu group pbsdebat say berniesand tonight debat margin,true
957,banksi meet lucilleclerc artist behind icon charliehebdo pencil tribut,true
958,american swimmer claim rob rio apolog resid brazilian polic said,false
959,latest far shot malaysia airlin plane mh,true
960,break news obama administr file feder charg georg zimmerman ontheroadtojustic,true
961,eric lawson former marlboro man cigarett ad die smoke relat diseas,true
962,obama file feder charg zimmerman violat trayvon civil right god good,true
963,okla behead victim colleen hufford rest peac behead jihad jahkeemyisrael,true
964,presid daughter malia obama spot wear pro era shirt,true
965,pray parent school leadership wisdom refus school satan club,true
966,ukrainian minist say rebel shot mh malaysia airlin plane,true
967,maximum secur inmat destroy harvard debat team prison competit,false
968,u justic depart phase use privat own prison cite safeti concern,false
969,christian bale talk play steve job danni boyl job written aaron sorkin,true
970,mikebrown want walk street dead ferguson pd use silenc death make crimin,true
971,appear ferguson pd tri assassin mike brown charact liter assassin mike brown,true
972,highli radioact water seep ocean japan crippl fukushima nuclear plant,true
973,obama taken amber alert websit shutdown michel let u move site still least miss kid thirsti,true
974,man die shot taser polic shropshir believ ex footbal star dalian atkinson,false
975,r p rodger roda guy one seem care famou die paul walker,true
976,realdonaldtrump son eric slam hillaryclinton potu respons flood louisiana,false
977,three passport stamp three data center give big welcom tokyo mexico citi frankfurt,true
978,rt cl lfc usvsth vladimir putin motorcad look suspici like massiv,true
979,victoria woodhul ran u presid year hillari clinton,true
980,prime minist harper ottawa attack intimid canada never intimid live video,true
981,r p driver die paul walker one care famou omg,true
982,obama keep michel site run despit shutdown shutdown spitehous,true
983,deadlin enrol health coverag almost sign januari getcov,false
984,betti white never die ladi still never sex,true
985,iphon plu owner complain phone actual bend,true
986,lego reveal new young disabl figur toylikem campaign,false
987,afa rio target transgend bathroom polici push left deconstruct famili via breitbartnew,true
988,sever hostag flee cafe sieg sydney local medium say,true
989,olymp matthew centrowitz win men race first gold u event sinc,false
990,life obama america govt offici threaten prosecut american famili tri save love one,true
991,rip kenni baker actor behind legendari star war droid r,false
992,saudi princ take trump twitter bail twice,false
993,well make u feel old sunshin babi teletubbi uni,true
994,conserv cauca inform soldier shot war memori ottawa morn die sad develop shock day,true
995,well new one chelsea clinton impli marijuana kill mmot p tcot tlot,true
996,announc split hewlett packard also boost number expect layoff hpq,true
997,r p roger roda die alongsid paul walker,true
998,uk accept child refuge syria conflict zone fled europ,false
999,still sanction iran violat human right support terror ballist missil program potu,false
1000,r p roger roda man die paul walker everybodi forgot rippaulwalk riprogerroda,true
1001,year old girl wake brain surgeri ask doctor go,true
1002,donald trump campaign chairman paul manafort resign,false
1003,power wife son isi leader abu bakr al baghdadi arrest sourc cnn,true
1004,navi send ship near contest island south china sea challeng claim china taiwan vietnam,false
1005,madden nfl predict patriot victori seahawk also predict final score,true
1006,ap video polic say speed factor l crash kill includ fast furiou actor paul walker,true
1007,come america soon kfc ban alcohol base wet wipe muslim offend tcot,true
1008,keep c line dion thought brother daniel die cancer age,false
1009,million dead bloodiest black friday weekend record,true
1010,actor play marlboro man ad die smoke relat diseas,true
1011,maoist cult leader aravindan balakrishnan jail year string sex assault london,false
1012,one hand scientist rt cbsnew puppi size spider surpris scientist rainforest,true
1013,magneto boy v scienc adult pit magnet russian child grown scientist,true
1014,oklahoma prosecutor file formal notif seek death penalti behead suspect altonnolen kellyfil,true
1015,break least kill pari hostag situat via afp,true
1016,person one season ahead tv show dole counsel like wise elder,false
1017,workplac hero shoot altonnolen stab behead prior drug manhunt recent radic convert judicialgrind,true
1018,nestl usa issu recal hot pocket see varieti affect,true
1019,ohio polic offic hospit eat shard glass sandwich columbu restaur blackliesmatt,true
1020,top snowfal total state blizzard,false
1021,break news cb report multipl suspect larg shot fire canadian parliament,true
1022,severu snape sheriff nottingham alexand dane cours han gruber devast,false
1023,donna dougla play elli may beverli hillbilli die bill haber ap,true
1024,oracl final kill java rest hell java,false
1025,question ferguson polic chief offic darren wilson pursuit robberi suspect tell kid get road lie,true
1026,sean comb hoax puff daddi arrest tupac shakur murder total fake p diddi ok,true
1027,reveal fukushima leak radioact water year ton flow pacif daili,true
1028,ukrainian militari jet fli close mh shot say russian offic,true
1029,pro russian rebel leader leak audio cossack shot plane mh,true
1030,seen exclus batmanvsuperman pic yet,false
1031,obama administr shut amber alert site blame confus worri still charg health care,true
1032,obama cut militari pay third year row isi nd terrorist attack week wakeupamerica r ok w,true
1033,first cnn tommychong want berniesand next command kush,false
1034,photo black nurs save life kkk member,true
1035,ex new york giant safeti tyler sash die found degen brain diseas c e ny time,false
1036,iphon user report phone bend pocket lol,true
1037,one person dead mani taken hospit shoot stab denver coliseum polic say,false
1038,arrest overnight ferguson doubl total report author,true
1039,paul walker death brought worst twitter user compil stupid vice,true
1040,achiev histor progress diplomaci without resort anoth war middl east potu irand,false
1041,updat report gunfir insid hall canadian parliament build ottawa,true
1042,tesla motor pick nevada home new electr car batteri factori beat state,true
1043,presid obama skip nanci reagan funer order attend south southwest,true
1044,berni sander nevada caucu nvcaucu,true
1045,isi execution jihadi john report wound air strike,true
1046,hello everyon puppi size spider surpris scientist rainforest,true
1047,feel type way,true
1048,r p driver die paul walker one care famou,true
1049,dozen peopl kill car bomb suicid bomb near damascu syria state medium say,false
1050,nhl expans la vega reportedli done deal,true
1051,caus death usa june,true
1052,r p driver die paul walker one care famou,true
1053,yr old kyliejenn say pregnant yr old rapper tyga full video,true
1054,vp biden malaysia airlin mh shot accid blown sky,true
1055,ebola real peopl gotten sick got shot fr red cross,true
1056,paul walker die shortli attend chariti event organ reach worldwid,true
1057,young woman shot nerf bullet ferguson polic offic lost eye humanright nyc rt,true
1058,pentagon offici skeptic iraqi claim wound islam state leader isi,true
1059,studi workplac injuri caus bare knuckl box,false
1060,raven symon blast bill cosbi rape stori,true
1061,retreat clinton campaign torch iowa town slow advanc sander volunt,false
1062,part nate diaz part conor mcgregor expect trilog,false
1063,afghan woman kill taliban rebel aveng son murder,true
1064,vladimir putin drive round motorcad shape like peni,true
1065,hillari surroagt bob beckel call assassin julian assang,true
1066,asiago ranch wich art call u leonardo da ranchi actual plea,true
1067,break holland decid state emerg franc border close,false
1068,photo black nurs save life kkk member,true
